Drug1,Drug2,Cell_Line,Senstivity,Synergy,Fold
ZOLINZA,SN-38,T47D,15.72585,6.438809691,0
ZOLINZA,SN-38,SW837,23.609,2.487673042,0
ZOLINZA,SN-38,SW620,23.6441,-17.2115523,0
ZOLINZA,SN-38,SKOV3,15.50455,10.69083638,0
ZOLINZA,SN-38,SKMES1,13.4941,16.25934896,0
ZOLINZA,SN-38,SKMEL30,17.43095,-3.417755393,0
ZOLINZA,SN-38,RPMI7951,19.82245,8.615205411,0
ZOLINZA,SN-38,RKO,19.26265,6.468145867,0
ZOLINZA,SN-38,PA1,43.95475,-15.60815211,0
ZOLINZA,SN-38,OVCAR3,17.08865,23.27656903,0
ZOLINZA,SN-38,OV90,14.2594,2.460079756,0
ZOLINZA,SN-38,NCIH520,21.0842,-3.324421857,0
ZOLINZA,SN-38,NCIH460,7.5035,6.39441756,0
ZOLINZA,SN-38,NCIH23,12.55985,-14.83803037,0
ZOLINZA,SN-38,NCIH2122,35.955,15.51980829,0
ZOLINZA,SN-38,NCIH1650,7.47495,4.565812418,0
ZOLINZA,SN-38,MSTO,44.63475,57.50199885,0
ZOLINZA,SN-38,MDAMB436,20.83755,-3.088087368,0
ZOLINZA,SN-38,LOVO,25.91155,-3.950777377,0
ZOLINZA,SN-38,LNCAP,25.01985,32.86179122,0
ZOLINZA,SN-38,KPL1,16.9479,7.436244685,0
ZOLINZA,SN-38,HT29,26.3026,7.195502926,0
ZOLINZA,SN-38,HT144,15.17035,8.325985233,0
ZOLINZA,SN-38,ES2,23.912,7.169719348,0
ZOLINZA,SN-38,EFM192B,17.09925,13.98047181,0
ZOLINZA,SN-38,DLD1,9.56745,2.449685228,0
ZOLINZA,SN-38,CAOV3,21.33035,-3.328120754,0
ZOLINZA,SN-38,A375,11.23075,17.80495332,0
ZOLINZA,SN-38,A2780,33.3735,3.583034785,0
ZOLINZA,SN-38,A2058,23.03025,-10.4587941,0
ZOLINZA,PD325901,ZR751,17.2707,3.864474198,2
ZOLINZA,PD325901,VCAP,14.0294,29.72417881,2
ZOLINZA,PD325901,UWB1289,17.8193,30.40407233,2
ZOLINZA,PD325901,UACC62,31.7067,-20.84398535,2
ZOLINZA,PD325901,T47D,10.61025,16.71406252,2
ZOLINZA,PD325901,SW837,24.69275,0.031108725,2
ZOLINZA,PD325901,SW620,29.8827,-28.41260331,2
ZOLINZA,PD325901,SKOV3,13.5305,24.99129908,2
ZOLINZA,PD325901,SKMES1,18.0791,-24.35969977,2
ZOLINZA,PD325901,SKMEL30,32.7177,-0.700302705,2
ZOLINZA,PD325901,RPMI7951,18.9956,-7.752942585,2
ZOLINZA,PD325901,RKO,13.81625,5.019581268,2
ZOLINZA,PD325901,OVCAR3,11.5164,25.62973708,2
ZOLINZA,PD325901,NCIH460,4.7729,-12.10081511,2
ZOLINZA,PD325901,NCIH23,14.78515,-31.27099686,2
ZOLINZA,PD325901,NCIH2122,28.04865,8.215304114,2
ZOLINZA,PD325901,NCIH1650,3.08555,-1.039256911,2
ZOLINZA,PD325901,MDAMB436,14.1933,20.20468961,2
ZOLINZA,PD325901,LOVO,32.7252,6.668161252,2
ZOLINZA,PD325901,LNCAP,21.9065,71.11494646,2
ZOLINZA,PD325901,KPL1,13.63975,-4.202404439,2
ZOLINZA,PD325901,HT29,33.0423,5.004382367,2
ZOLINZA,PD325901,HT144,19.9027,-30.72342614,2
ZOLINZA,PD325901,EFM192B,10.9744,18.47375873,2
ZOLINZA,PD325901,DLD1,11.35065,15.79970104,2
ZOLINZA,PD325901,CAOV3,13.3302,12.0098474,2
ZOLINZA,PD325901,A427,14.3332,-54.42185185,2
ZOLINZA,PD325901,A375,16.8165,-33.42692146,2
ZOLINZA,PD325901,A2780,20.2201,3.181119161,2
ZOLINZA,PD325901,A2058,17.6729,-3.872152861,2
ZOLINZA,OXALIPLATIN,ZR751,22.84165,-12.43479926,3
ZOLINZA,OXALIPLATIN,VCAP,23.5676,29.03432771,3
ZOLINZA,OXALIPLATIN,UWB1289,27.3752,19.67073557,3
ZOLINZA,OXALIPLATIN,UACC62,23.10955,-1.466569185,3
ZOLINZA,OXALIPLATIN,T47D,11.4606,17.43087015,3
ZOLINZA,OXALIPLATIN,SW837,27.79765,4.657584515,3
ZOLINZA,OXALIPLATIN,SW620,31.18095,-17.36748656,3
ZOLINZA,OXALIPLATIN,SKOV3,18.739,17.22570681,3
ZOLINZA,OXALIPLATIN,SKMES1,16.3519,3.984343807,3
ZOLINZA,OXALIPLATIN,RPMI7951,21.06215,-7.383179205,3
ZOLINZA,OXALIPLATIN,RKO,13.3057,-14.07692868,3
ZOLINZA,OXALIPLATIN,PA1,42.4397,-14.19301844,3
ZOLINZA,OXALIPLATIN,OVCAR3,15.0146,18.79490821,3
ZOLINZA,OXALIPLATIN,OV90,15.9498,4.377360508,3
ZOLINZA,OXALIPLATIN,NCIH23,24.27945,-28.82838698,3
ZOLINZA,OXALIPLATIN,NCIH2122,31.99205,11.04743769,3
ZOLINZA,OXALIPLATIN,NCIH1650,18.4604,6.526431116,3
ZOLINZA,OXALIPLATIN,MSTO,41.9065,35.44855141,3
ZOLINZA,OXALIPLATIN,MDAMB436,23.6527,2.171172895,3
ZOLINZA,OXALIPLATIN,LNCAP,38.19525,27.27870076,3
ZOLINZA,OXALIPLATIN,KPL1,17.8368,0.17789731,3
ZOLINZA,OXALIPLATIN,HT144,14.9943,-6.992484524,3
ZOLINZA,OXALIPLATIN,ES2,21.61065,-4.278504501,3
ZOLINZA,OXALIPLATIN,EFM192B,31.9662,-4.483640451,3
ZOLINZA,OXALIPLATIN,DLD1,14.73735,-0.533227993,3
ZOLINZA,OXALIPLATIN,COLO320DM,32.3916,14.66165411,3
ZOLINZA,OXALIPLATIN,CAOV3,18.8234,1.519243136,3
ZOLINZA,OXALIPLATIN,A427,27.0532,-5.466695182,3
ZOLINZA,OXALIPLATIN,A375,7.68285,-10.12639396,3
ZOLINZA,OXALIPLATIN,A2780,39.5757,-10.8309789,3
ZOLINZA,OXALIPLATIN,A2058,17.6719,-7.533671842,3
ZOLINZA,MK-8776,ZR751,10.1808,-30.21666905,1
ZOLINZA,MK-8776,VCAP,20.11,25.84803199,1
ZOLINZA,MK-8776,UWB1289,39.60035,5.572676578,1
ZOLINZA,MK-8776,UACC62,19.8251,15.33422356,1
ZOLINZA,MK-8776,T47D,4.88925,-27.7271977,1
ZOLINZA,MK-8776,SW620,14.2022,11.40862469,1
ZOLINZA,MK-8776,SKOV3,34.97465,36.87808006,1
ZOLINZA,MK-8776,SKMES1,43.2639,12.27437365,1
ZOLINZA,MK-8776,SKMEL30,34.47145,19.88211486,1
ZOLINZA,MK-8776,RPMI7951,39.88095,1.816810156,1
ZOLINZA,MK-8776,RKO,26.03535,8.227037073,1
ZOLINZA,MK-8776,NCIH460,4.88775,-6.599346687,1
ZOLINZA,MK-8776,NCIH23,37.24335,13.30457978,1
ZOLINZA,MK-8776,NCIH2122,41.5483,3.717108965,1
ZOLINZA,MK-8776,NCIH1650,17.4286,-0.771172874,1
ZOLINZA,MK-8776,MSTO,45.01455,35.32093285,1
ZOLINZA,MK-8776,MDAMB436,28.18255,14.41997858,1
ZOLINZA,MK-8776,LOVO,39.0173,10.79337324,1
ZOLINZA,MK-8776,LNCAP,23.7293,33.64030053,1
ZOLINZA,MK-8776,KPL1,16.17135,-4.197399711,1
ZOLINZA,MK-8776,HT29,28.8244,7.111208842,1
ZOLINZA,MK-8776,HT144,19.56335,21.50192963,1
ZOLINZA,MK-8776,ES2,38.74425,14.48459148,1
ZOLINZA,MK-8776,EFM192B,24.72705,8.293803404,1
ZOLINZA,MK-8776,DLD1,10.84335,5.847603637,1
ZOLINZA,MK-8776,COLO320DM,35.7186,24.43898896,1
ZOLINZA,MK-8776,CAOV3,23.5427,5.601181068,1
ZOLINZA,MK-8776,A427,26.80835,-1.369450158,1
ZOLINZA,MK-8776,A375,30.29665,43.78931082,1
ZOLINZA,MK-8776,A2780,23.5112,9.881195636,1
ZOLINZA,MK-8669,ZR751,20.7961,-2.916191015,0
ZOLINZA,MK-8669,VCAP,18.883,20.80907985,0
ZOLINZA,MK-8669,UWB1289,20.4828,8.411584807,0
ZOLINZA,MK-8669,UACC62,19.4786,11.83917601,0
ZOLINZA,MK-8669,T47D,19.4767,24.07392233,0
ZOLINZA,MK-8669,SW837,19.7385,19.13458943,0
ZOLINZA,MK-8669,SW620,14.3938,4.23185144,0
ZOLINZA,MK-8669,SKOV3,21.30975,35.55778545,0
ZOLINZA,MK-8669,SKMES1,12.6112,9.520873118,0
ZOLINZA,MK-8669,RPMI7951,26.24525,22.70704991,0
ZOLINZA,MK-8669,RKO,24.89025,37.79751124,0
ZOLINZA,MK-8669,OVCAR3,12.47555,13.74293501,0
ZOLINZA,MK-8669,OV90,22.80615,21.51854976,0
ZOLINZA,MK-8669,NCIH520,25.4344,-0.844489472,0
ZOLINZA,MK-8669,NCIH460,6.01485,8.238494288,0
ZOLINZA,MK-8669,NCIH2122,28.23895,22.62200562,0
ZOLINZA,MK-8669,NCIH1650,11.15205,17.65100608,0
ZOLINZA,MK-8669,MSTO,36.7238,28.26996688,0
ZOLINZA,MK-8669,MDAMB436,18.37435,17.77612259,0
ZOLINZA,MK-8669,LOVO,25.7066,10.40998998,0
ZOLINZA,MK-8669,KPL1,26.4936,40.62336004,0
ZOLINZA,MK-8669,HT29,25.93505,25.49010823,0
ZOLINZA,MK-8669,HT144,14.1522,8.064823451,0
ZOLINZA,MK-8669,HCT116,20.07355,6.115447791,0
ZOLINZA,MK-8669,EFM192B,19.5532,33.23479629,0
ZOLINZA,MK-8669,DLD1,12.1959,12.06483417,0
ZOLINZA,MK-8669,CAOV3,20.0894,48.36857672,0
ZOLINZA,MK-8669,A427,25.3811,16.46149113,0
ZOLINZA,MK-8669,A375,10.3074,25.57044253,0
ZOLINZA,MK-8669,A2780,36.054,41.26674154,0
ZOLINZA,MK-8669,A2058,25.44445,27.59555602,0
ZOLINZA,MK-5108,ZR751,13.8833,-13.05323927,0
ZOLINZA,MK-5108,VCAP,22.92445,9.027358292,0
ZOLINZA,MK-5108,UWB1289,22.08245,-1.535110219,0
ZOLINZA,MK-5108,UACC62,18.2139,-2.529379309,0
ZOLINZA,MK-5108,T47D,15.4132,36.60827466,0
ZOLINZA,MK-5108,SW837,14.59595,11.7789592,0
ZOLINZA,MK-5108,SW620,20.9499,-0.403799069,0
ZOLINZA,MK-5108,SKOV3,15.39145,13.76945961,0
ZOLINZA,MK-5108,SKMES1,24.54365,-5.721841502,0
ZOLINZA,MK-5108,SKMEL30,18.43065,17.54287669,0
ZOLINZA,MK-5108,RPMI7951,23.95325,3.361015134,0
ZOLINZA,MK-5108,RKO,14.70515,17.90192104,0
ZOLINZA,MK-5108,PA1,41.584,-8.408909849,0
ZOLINZA,MK-5108,OVCAR3,11.3363,9.875318611,0
ZOLINZA,MK-5108,OV90,4.08325,0.799203391,0
ZOLINZA,MK-5108,NCIH460,19.63375,-15.54919411,0
ZOLINZA,MK-5108,NCIH2122,37.3831,5.601252485,0
ZOLINZA,MK-5108,NCIH1650,8.48305,2.985564331,0
ZOLINZA,MK-5108,MSTO,39.42925,43.00794399,0
ZOLINZA,MK-5108,MDAMB436,10.7762,-0.899321821,0
ZOLINZA,MK-5108,LOVO,25.95,-0.518854633,0
ZOLINZA,MK-5108,LNCAP,24.35545,2.537163536,0
ZOLINZA,MK-5108,KPL1,17.41045,3.158417374,0
ZOLINZA,MK-5108,HT29,26.8733,19.40218977,0
ZOLINZA,MK-5108,HT144,15.0758,2.85255572,0
ZOLINZA,MK-5108,HCT116,29.32215,4.140293489,0
ZOLINZA,MK-5108,ES2,19.3878,9.948401718,0
ZOLINZA,MK-5108,EFM192B,14.5452,0.110957004,0
ZOLINZA,MK-5108,DLD1,14.0761,12.00433218,0
ZOLINZA,MK-5108,COLO320DM,31.641,13.19878407,0
ZOLINZA,MK-5108,CAOV3,19.25855,1.304392147,0
ZOLINZA,MK-5108,A427,31.9502,-12.01522355,0
ZOLINZA,MK-5108,A375,8.82885,15.53608458,0
ZOLINZA,MK-5108,A2780,32.3401,1.620727496,0
ZOLINZA,MK-5108,A2058,18.38585,-16.92915593,0
ZOLINZA,MK-4827,ZR751,12.50415,7.763418955,1
ZOLINZA,MK-4827,VCAP,17.13685,16.99640972,1
ZOLINZA,MK-4827,UWB1289,24.88125,16.61565114,1
ZOLINZA,MK-4827,UACC62,17.874,5.987110904,1
ZOLINZA,MK-4827,T47D,17.52935,-3.309461068,1
ZOLINZA,MK-4827,SW837,22.1283,9.400701144,1
ZOLINZA,MK-4827,SW620,30.45025,-9.56198937,1
ZOLINZA,MK-4827,SKOV3,13.8803,26.34891442,1
ZOLINZA,MK-4827,SKMES1,11.36775,0.318246827,1
ZOLINZA,MK-4827,SKMEL30,14.2577,-8.675467673,1
ZOLINZA,MK-4827,RPMI7951,13.3184,1.286150591,1
ZOLINZA,MK-4827,RKO,18.2283,-2.855516498,1
ZOLINZA,MK-4827,PA1,42.6454,-2.123627888,1
ZOLINZA,MK-4827,OV90,5.21365,-2.851401595,1
ZOLINZA,MK-4827,NCIH520,24.3141,-3.062591179,1
ZOLINZA,MK-4827,NCIH460,10.818,14.93641512,1
ZOLINZA,MK-4827,NCIH23,13.3857,-16.74983057,1
ZOLINZA,MK-4827,NCIH2122,26.4745,14.31788488,1
ZOLINZA,MK-4827,NCIH1650,6.20815,0.158497898,1
ZOLINZA,MK-4827,MSTO,43.0749,45.73885959,1
ZOLINZA,MK-4827,MDAMB436,20.5178,10.70524674,1
ZOLINZA,MK-4827,LNCAP,28.01725,15.34953533,1
ZOLINZA,MK-4827,KPL1,16.3818,-1.874672854,1
ZOLINZA,MK-4827,HT29,24.59785,12.02612617,1
ZOLINZA,MK-4827,HT144,16.1988,7.046579824,1
ZOLINZA,MK-4827,HCT116,27.40905,-4.32829978,1
ZOLINZA,MK-4827,ES2,23.05145,-2.681572807,1
ZOLINZA,MK-4827,EFM192B,12.02245,25.39429855,1
ZOLINZA,MK-4827,DLD1,7.75475,-2.386540467,1
ZOLINZA,MK-4827,CAOV3,19.08185,-10.70195784,1
ZOLINZA,MK-4827,A427,17.30715,-15.73278728,1
ZOLINZA,MK-4827,A2780,37.2353,13.05798716,1
ZOLINZA,MK-4827,A2058,33.42325,0.167661643,1
ZOLINZA,MK-2206,ZR751,26.8071,-3.081888211,4
ZOLINZA,MK-2206,VCAP,28.57515,38.09436999,4
ZOLINZA,MK-2206,UWB1289,25.7835,40.87892648,4
ZOLINZA,MK-2206,T47D,26.8538,6.811257235,4
ZOLINZA,MK-2206,SW837,24.1142,33.87434419,4
ZOLINZA,MK-2206,SKOV3,25.50055,36.21659429,4
ZOLINZA,MK-2206,SKMES1,24.00265,37.12837727,4
ZOLINZA,MK-2206,SKMEL30,15.83525,11.51702007,4
ZOLINZA,MK-2206,RPMI7951,16.90025,5.677673827,4
ZOLINZA,MK-2206,RKO,14.9799,13.25119964,4
ZOLINZA,MK-2206,OVCAR3,31.22395,13.20074038,4
ZOLINZA,MK-2206,OV90,15.84095,25.27757553,4
ZOLINZA,MK-2206,NCIH520,35.1025,9.848153239,4
ZOLINZA,MK-2206,NCIH460,7.1994,5.017522605,4
ZOLINZA,MK-2206,NCIH23,16.62605,-8.468499201,4
ZOLINZA,MK-2206,NCIH2122,33.41575,35.07321458,4
ZOLINZA,MK-2206,NCIH1650,14.0576,24.23348611,4
ZOLINZA,MK-2206,MSTO,45.9582,79.58112895,4
ZOLINZA,MK-2206,MDAMB436,16.04465,16.43520488,4
ZOLINZA,MK-2206,LOVO,38.60325,17.42016365,4
ZOLINZA,MK-2206,LNCAP,36.8194,37.39952512,4
ZOLINZA,MK-2206,KPL1,31.5933,51.95679319,4
ZOLINZA,MK-2206,HT144,15.0352,16.79384216,4
ZOLINZA,MK-2206,ES2,18.28585,11.25692828,4
ZOLINZA,MK-2206,EFM192B,31.8003,-3.020027651,4
ZOLINZA,MK-2206,DLD1,17.26155,25.06590144,4
ZOLINZA,MK-2206,CAOV3,16.03765,79.60129946,4
ZOLINZA,MK-2206,A427,22.3197,-6.51128168,4
ZOLINZA,MK-2206,A375,6.82305,7.316054856,4
ZOLINZA,MK-2206,A2780,25.5994,1.19279402,4
ZOLINZA,MK-2206,A2058,17.8592,11.17600584,4
ZOLINZA,LAPATINIB,ZR751,15.4012,5.075091111,2
ZOLINZA,LAPATINIB,VCAP,18.5168,38.79002832,2
ZOLINZA,LAPATINIB,UWB1289,22.29455,2.383258962,2
ZOLINZA,LAPATINIB,UACC62,19.2885,30.91690633,2
ZOLINZA,LAPATINIB,T47D,9.05125,-21.4936689,2
ZOLINZA,LAPATINIB,SW620,13.17555,10.26525699,2
ZOLINZA,LAPATINIB,SKOV3,16.9686,8.496389871,2
ZOLINZA,LAPATINIB,SKMES1,27.39635,8.14247199,2
ZOLINZA,LAPATINIB,SKMEL30,16.83595,3.094697508,2
ZOLINZA,LAPATINIB,RPMI7951,12.96285,1.7307765,2
ZOLINZA,LAPATINIB,RKO,14.54745,5.889257347,2
ZOLINZA,LAPATINIB,OVCAR3,10.847,25.64218525,2
ZOLINZA,LAPATINIB,OV90,5.9991,0.017055279,2
ZOLINZA,LAPATINIB,NCIH520,13.3339,-9.297446882,2
ZOLINZA,LAPATINIB,NCIH460,5.16385,-2.133873724,2
ZOLINZA,LAPATINIB,NCIH23,16.4535,-15.53314237,2
ZOLINZA,LAPATINIB,NCIH2122,28.1217,12.84950969,2
ZOLINZA,LAPATINIB,NCIH1650,20.2567,5.535368365,2
ZOLINZA,LAPATINIB,MSTO,39.0052,58.97625807,2
ZOLINZA,LAPATINIB,MDAMB436,11.4084,4.840744583,2
ZOLINZA,LAPATINIB,LOVO,30.08675,14.32521296,2
ZOLINZA,LAPATINIB,KPL1,18.18035,7.501736091,2
ZOLINZA,LAPATINIB,HT144,14.38635,9.330080367,2
ZOLINZA,LAPATINIB,ES2,15.48215,9.477624505,2
ZOLINZA,LAPATINIB,EFM192B,30.08755,12.59734115,2
ZOLINZA,LAPATINIB,DLD1,13.8791,19.6409434,2
ZOLINZA,LAPATINIB,CAOV3,18.5389,39.76915505,2
ZOLINZA,LAPATINIB,A427,14.166,-48.03141936,2
ZOLINZA,LAPATINIB,A375,8.12935,27.95733681,2
ZOLINZA,LAPATINIB,A2058,12.05525,-11.55125653,2
ZOLINZA,GEMCITABINE,ZR751,17.8898,7.449397042,2
ZOLINZA,GEMCITABINE,VCAP,29.0508,0.867998221,2
ZOLINZA,GEMCITABINE,UWB1289,32.60355,8.329789739,2
ZOLINZA,GEMCITABINE,UACC62,32.60305,-1.888858944,2
ZOLINZA,GEMCITABINE,T47D,22.5648,5.381354479,2
ZOLINZA,GEMCITABINE,SW837,26.04085,3.535706503,2
ZOLINZA,GEMCITABINE,SW620,33.77255,-12.22349839,2
ZOLINZA,GEMCITABINE,SKOV3,23.8482,-4.165150808,2
ZOLINZA,GEMCITABINE,SKMES1,43.06355,-9.425993134,2
ZOLINZA,GEMCITABINE,SKMEL30,35.5374,4.169056732,2
ZOLINZA,GEMCITABINE,RPMI7951,41.47775,0.720334709,2
ZOLINZA,GEMCITABINE,RKO,37.7562,-11.46667309,2
ZOLINZA,GEMCITABINE,PA1,42.15845,-6.727420265,2
ZOLINZA,GEMCITABINE,OVCAR3,26.4797,-6.942813591,2
ZOLINZA,GEMCITABINE,OV90,33.9863,5.716927825,2
ZOLINZA,GEMCITABINE,NCIH520,36.1438,3.661882631,2
ZOLINZA,GEMCITABINE,NCIH460,27.2559,-11.95518404,2
ZOLINZA,GEMCITABINE,NCIH23,43.19175,1.707362319,2
ZOLINZA,GEMCITABINE,NCIH2122,39.4845,5.541732746,2
ZOLINZA,GEMCITABINE,NCIH1650,15.76295,-22.28575843,2
ZOLINZA,GEMCITABINE,MSTO,44.1476,4.194007412,2
ZOLINZA,GEMCITABINE,MDAMB436,27.82075,11.27310834,2
ZOLINZA,GEMCITABINE,LOVO,39.08185,0.137725023,2
ZOLINZA,GEMCITABINE,LNCAP,0,-66.71886143,2
ZOLINZA,GEMCITABINE,KPL1,22.61115,6.673792549,2
ZOLINZA,GEMCITABINE,HT29,29.3726,-5.005857868,2
ZOLINZA,GEMCITABINE,HT144,24.981,13.04985784,2
ZOLINZA,GEMCITABINE,HCT116,37.8758,-19.24983144,2
ZOLINZA,GEMCITABINE,ES2,41.1236,10.53873534,2
ZOLINZA,GEMCITABINE,EFM192B,22.72115,-5.159177122,2
ZOLINZA,GEMCITABINE,DLD1,21.60135,0.832787935,2
ZOLINZA,GEMCITABINE,COLO320DM,39.1811,4.556485306,2
ZOLINZA,GEMCITABINE,CAOV3,32.45975,-10.2134141,2
ZOLINZA,GEMCITABINE,A427,38.7216,-21.05938689,2
ZOLINZA,GEMCITABINE,A375,37.30725,-4.181895384,2
ZOLINZA,GEMCITABINE,A2780,41.9389,1.183939796,2
ZOLINZA,GEMCITABINE,A2058,30.85895,-9.44646267,2
ZOLINZA,ERLOTINIB,ZR751,19.8121,28.46627239,4
ZOLINZA,ERLOTINIB,VCAP,22.94495,69.68689858,4
ZOLINZA,ERLOTINIB,UWB1289,27.5244,17.40999041,4
ZOLINZA,ERLOTINIB,UACC62,27.63385,23.81318192,4
ZOLINZA,ERLOTINIB,T47D,12.49075,16.87793979,4
ZOLINZA,ERLOTINIB,SW837,30.6284,37.62920783,4
ZOLINZA,ERLOTINIB,SW620,15.974,-10.65550588,4
ZOLINZA,ERLOTINIB,SKMES1,33.5968,22.03702347,4
ZOLINZA,ERLOTINIB,SKMEL30,16.4654,1.431984218,4
ZOLINZA,ERLOTINIB,RPMI7951,18.70585,19.50666573,4
ZOLINZA,ERLOTINIB,RKO,16.4796,17.00860478,4
ZOLINZA,ERLOTINIB,OVCAR3,21.3674,9.631950884,4
ZOLINZA,ERLOTINIB,OV90,6.5829,12.96024681,4
ZOLINZA,ERLOTINIB,NCIH520,18.2981,10.93668411,4
ZOLINZA,ERLOTINIB,NCIH460,7.6259,0.206660553,4
ZOLINZA,ERLOTINIB,NCIH23,16.14935,-17.01664381,4
ZOLINZA,ERLOTINIB,NCIH2122,36.8345,30.73178066,4
ZOLINZA,ERLOTINIB,NCIH1650,22.4637,1.280903423,4
ZOLINZA,ERLOTINIB,MSTO,43.0148,55.44928873,4
ZOLINZA,ERLOTINIB,MDAMB436,18.4854,12.20064517,4
ZOLINZA,ERLOTINIB,LOVO,35.8808,16.20687435,4
ZOLINZA,ERLOTINIB,LNCAP,26.44855,44.00477646,4
ZOLINZA,ERLOTINIB,KPL1,18.6692,24.79061474,4
ZOLINZA,ERLOTINIB,HT144,18.6392,12.38024411,4
ZOLINZA,ERLOTINIB,EFM192B,17.84265,14.39975773,4
ZOLINZA,ERLOTINIB,DLD1,21.7215,7.359617611,4
ZOLINZA,ERLOTINIB,COLO320DM,36.8122,39.03138283,4
ZOLINZA,ERLOTINIB,CAOV3,22.42155,24.30742627,4
ZOLINZA,ERLOTINIB,A427,26.28095,4.992669264,4
ZOLINZA,ERLOTINIB,A375,10.62975,12.56217495,4
ZOLINZA,ERLOTINIB,A2780,27.1406,9.934168928,4
ZOLINZA,ERLOTINIB,A2058,20.2926,2.55007741,4
ZOLINZA,DINACICLIB,ZR751,10.1238,-43.2531627,0
ZOLINZA,DINACICLIB,VCAP,22.75715,-23.37276881,0
ZOLINZA,DINACICLIB,UACC62,25.11975,-26.71088213,0
ZOLINZA,DINACICLIB,T47D,18.3967,-16.99583301,0
ZOLINZA,DINACICLIB,SW837,17.24145,-22.22398006,0
ZOLINZA,DINACICLIB,SKOV3,9.10295,-28.47376925,0
ZOLINZA,DINACICLIB,SKMES1,13.9412,-10.22208938,0
ZOLINZA,DINACICLIB,SKMEL30,29.91145,-16.32880177,0
ZOLINZA,DINACICLIB,RPMI7951,30.645,-15.94181129,0
ZOLINZA,DINACICLIB,RKO,25.43535,0.209057753,0
ZOLINZA,DINACICLIB,PA1,45.86135,-14.3725925,0
ZOLINZA,DINACICLIB,OVCAR3,21.8665,-15.54610515,0
ZOLINZA,DINACICLIB,OV90,14.11205,-38.79285362,0
ZOLINZA,DINACICLIB,NCIH460,8.0873,-18.78959083,0
ZOLINZA,DINACICLIB,NCIH2122,34.4739,-16.3635549,0
ZOLINZA,DINACICLIB,NCIH1650,10.32315,-28.82098265,0
ZOLINZA,DINACICLIB,MSTO,35.625,8.409877195,0
ZOLINZA,DINACICLIB,LOVO,33.9077,-25.94683162,0
ZOLINZA,DINACICLIB,LNCAP,28.7998,10.7046573,0
ZOLINZA,DINACICLIB,KPL1,27.7381,-20.57409878,0
ZOLINZA,DINACICLIB,HT29,32.32645,-21.7445099,0
ZOLINZA,DINACICLIB,HT144,24.3298,-21.20289089,0
ZOLINZA,DINACICLIB,HCT116,28.3584,-42.05044227,0
ZOLINZA,DINACICLIB,ES2,29.65925,-23.69202945,0
ZOLINZA,DINACICLIB,EFM192B,22.12505,-21.46107594,0
ZOLINZA,DINACICLIB,DLD1,15.52135,-15.68544427,0
ZOLINZA,DINACICLIB,COLO320DM,30.35065,-4.936564629,0
ZOLINZA,DINACICLIB,CAOV3,23.6299,-19.56075806,0
ZOLINZA,DINACICLIB,A2780,37.0663,-15.48486861,0
ZOLINZA,DINACICLIB,A2058,19.51465,-41.29260527,0
ZOLINZA,DASATINIB,ZR751,4.49325,3.778960024,3
ZOLINZA,DASATINIB,VCAP,16.49165,24.08899164,3
ZOLINZA,DASATINIB,UWB1289,35.49925,-4.293770897,3
ZOLINZA,DASATINIB,UACC62,19.8018,21.55958887,3
ZOLINZA,DASATINIB,T47D,12.7524,11.80931182,3
ZOLINZA,DASATINIB,SW837,30.0351,30.50129889,3
ZOLINZA,DASATINIB,SKOV3,34.21305,-3.461029499,3
ZOLINZA,DASATINIB,SKMES1,20.8932,-5.704437736,3
ZOLINZA,DASATINIB,SKMEL30,13.7926,5.969783541,3
ZOLINZA,DASATINIB,RPMI7951,34.71065,4.062050733,3
ZOLINZA,DASATINIB,RKO,10.8418,1.061039455,3
ZOLINZA,DASATINIB,PA1,41.3203,2.158045467,3
ZOLINZA,DASATINIB,OVCAR3,31.8556,46.33547623,3
ZOLINZA,DASATINIB,OV90,12.1382,8.03690044,3
ZOLINZA,DASATINIB,NCIH520,33.04535,19.23541653,3
ZOLINZA,DASATINIB,NCIH460,6.5324,15.42657195,3
ZOLINZA,DASATINIB,NCIH23,17.27625,-2.167924311,3
ZOLINZA,DASATINIB,NCIH2122,16.7384,-40.21973146,3
ZOLINZA,DASATINIB,NCIH1650,30.24315,30.89131084,3
ZOLINZA,DASATINIB,MSTO,42.6395,103.9661222,3
ZOLINZA,DASATINIB,MDAMB436,10.74195,6.952364503,3
ZOLINZA,DASATINIB,LOVO,35.4969,12.48648607,3
ZOLINZA,DASATINIB,LNCAP,20.19035,43.65732804,3
ZOLINZA,DASATINIB,KPL1,16.1352,20.38918996,3
ZOLINZA,DASATINIB,HT29,29.74535,4.388122197,3
ZOLINZA,DASATINIB,HT144,18.12905,33.79447822,3
ZOLINZA,DASATINIB,ES2,21.7169,20.54787611,3
ZOLINZA,DASATINIB,EFM192B,14.23175,49.72976273,3
ZOLINZA,DASATINIB,DLD1,16.9506,3.202765528,3
ZOLINZA,DASATINIB,CAOV3,28.97825,17.31135175,3
ZOLINZA,DASATINIB,A427,26.19525,-3.64280889,3
ZOLINZA,DASATINIB,A375,10.28855,-11.30830162,3
ZOLINZA,DASATINIB,A2780,27.25305,21.54568139,3
ZOLINZA,DASATINIB,A2058,20.75945,48.60433162,3
ZOLINZA,BORTEZOMIB,ZR751,25.6814,17.92058036,4
ZOLINZA,BORTEZOMIB,SW837,35.40615,17.38090956,4
